code,label,subcategory,feedback,criticality,organization,question,row_index
xn,Couldn't be improved,Nothing to improve,"Nothing.
",3,Trust A,Trust A - Q1,23
xn,Couldn't be improved,Nothing to improve,Everything has been ok thanks.,3,Trust A,Trust A - Q1,24
xn,Couldn't be improved,Nothing to improve,Nothing you have all been brilliant.,3,Trust A,Trust A - Q1,25
xn,Couldn't be improved,Nothing to improve,All good.,3,Trust A,Trust A - Q1,26
xn,Couldn't be improved,Nothing to improve,very happy with all service,3,Trust A,Trust A - Q1,27
xn,Couldn't be improved,Nothing to improve,Nothing. I came for a blood pressure monitor. Not an unpleasant experience.,3,Trust A,Trust A - Q1,28
xn,Couldn't be improved,Nothing to improve,Not sure?,3,Trust A,Trust A - Q1,29
sp,Staff,Professionalism/Competence Of Staff,"A lot. Our baby girl was born 6 weeks premature, mid 2019. She had a 8 - 12 month assessment form filled by myself. In [Redacted for data protection], it was given to the home visitor on [Redacted for data protection]. Due to my girl not having stood up supported by that time, and also COVID preventing the home visitor doing a height measurement and head measurement, they told us that they would return in [Redacted for data protection] to check on the gross motor skills and to do a full height measurement etc.  We then had a second visit week commencing [Redacted for data protection], my baby girl was standing up at the sofa on her own and was weighed and measured.  The same home visitor as before then asked if I had filled in the assessment form and I told her we had given it to her on her last visit.  The very next thing she said was the form we were given was incorrect it was for a full term baby and we should have been given a premature baby assessment form, therefore, my baby was on target for her adjusted age and doing fine in all areas and so this second meeting was not required.  How can someone question whether we had filled in a form and then say in the next breath, the form filled in was for full term babies? My assumption here is the form has gone missing!!  I then asked whether there would be any further assessments and she told me no not until the baby is 2 years old.  Fast forward to [Redacted for data protection] - now had another letter requesting a growth review!!! The NHS website states that these weight checks etc should be carried out NO MORE than every 3 months and that once the 1 year assessment is complete the next one is at 2 years old.  We have had 3 in 3 months!!  I point blank refuse to go to this one and will not be going to anymore until my baby is 2 years old, it is taking time out of mine or my husbands work for each one of these assessments, we have now been lied to, more than once. If my baby girl is not on track for her growth why are we not being told at the assessment?  According to her red book, all her measurements are fine or are we being lied to again? If a further assessment is required I want a full reason as to why, I want an explanation on why we haven't been told at past assessments. I also want compensation for loss of earnings for every future assessment before 2 years old, we have to attend whilst in working hours! Get it sorted!",-4,Trust A,Trust A - Q1,30
cr,Care received,Rules/approach to care,Let people get rest properly. Checking every hour and opening doors then relocking them means I haven’t have one good night rest since I arrived. The food is not good in my opinion.,-3,Trust A,Trust A - Q1,31
xn,Couldn't be improved,Nothing to improve,In my experience I have nothing but praise.,3,Trust A,Trust A - Q1,32
xn,Couldn't be improved,Nothing to improve,"Nothing, my nurses are the best.",3,Trust A,Trust A - Q1,33
eq,Environment/ facilities,Facilities/equipment,The only thing I can think of is the commodes could have been a lot smaller as I am very short.  So a different sizes would help to make it more comfortable.,-1,Trust A,Trust A - Q1,34
aa,Access,General,"I am begging for help with my child’s behaviours, and nobody is helping me. I don’t know where to go or who to contact.",-4,Trust A,Trust A - Q1,35
cs,Care received,Advice and support,"When you leave... jeez! Like you leave and they say oh we’ve made sure you have this, this and this support. But as soon as you walk out those doors. You have nobody! And then they blame it on you.",-4,Trust A,Trust A - Q1,36
xn,Couldn't be improved,Nothing to improve,No.,3,Trust A,Trust A - Q1,37
mm,Communication,Communication,Communication.,-2,Trust A,Trust A - Q1,38
ef,Environment/ facilities,Food,Food is not up to standard. Stodgy and full of carbs.,-2,Trust A,Trust A - Q1,39
xn,Couldn't be improved,Nothing to improve,I don’t know.,3,Trust A,Trust A - Q1,40
ef,Environment/ facilities,Food,Food.,-1,Trust A,Trust A - Q1,41
xn,Couldn't be improved,Nothing to improve,Can’t think of anything.,3,Trust A,Trust A - Q1,42
cc,Care received,Care received,"Group was probably a bit to small, only 3 on last day.",-1,Trust A,Trust A - Q1,43
aa,Access,General,Just how to enter new people into the group.,-2,Trust A,Trust A - Q1,44
xn,Couldn't be improved,Nothing to improve,I don’t think so.,3,Trust A,Trust A - Q1,45
xn,Couldn't be improved,Nothing to improve,Given the circumstances not much.,3,Trust A,Trust A - Q1,46
dc,Dignity,Involvement: Of Family And Carers,"Communication from doctors and ward manager would be appreciated, as we don’t feel we’ve had a full circle of contact only from HCAs and nurses when we ring in. We would like to know decisions in regards to medication changes and discharge updates. It helps us to feel in control in regards to social service communications as we’ve found that to be quite a battle.",-3,Trust A,Trust A - Q1,47
xn,Couldn't be improved,Nothing to improve,Nothing they are amazing.,3,Trust A,Trust A - Q1,48
ct,Care received,Therapies,More therapy choices.,-2,Trust A,Trust A - Q1,49
mm,Communication,Communication,"Sometimes the video conferences did not work, but I was happy to take the sessions by phone.",-2,Trust A,Trust A - Q1,50
cr,Care received,Rules/approach to care,Back to face to face when possible.,-1,Trust A,Trust A - Q1,51
sp,Staff,Professionalism/Competence Of Staff,"Female healthcare are rude and unsupportive. One in particular is unprofessional, and made me want to self-harm.",-4,Trust A,Trust A - Q1,52
cr,Care received,Rules/approach to care,"Ideally a face to face consultation, however at these very difficult times that was impossible.",-2,Trust A,Trust A - Q1,53
mm,Communication,Communication,"We have struggled getting through on the mobile in the evening. We often try all the way from 6.30 to 7.30, the landline isn’t always any better.",-3,Trust A,Trust A - Q1,54
xn,Couldn't be improved,Nothing to improve,Nothing better for me. ,3,Trust A,Trust A - Q1,55
ef,Environment/ facilities,Food,food could be better. Physio could be better would like to know first thing in the morning if getting physio would have like it one time a day not three time week. Would have like physio everyday would more decisions input in care.,-3,Trust A,Trust A - Q1,56
ca,Care received,Activities,Obviously with Covid couldn't do as many activities but good with what we could,-1,Trust A,Trust A - Q1,57
xn,Couldn't be improved,Nothing to improve,Nothing,3,Trust A,Trust A - Q1,58
ca,Care received,Activities,Music. Practical mindfulness. Psychologist,-3,Trust A,Trust A - Q1,59
ct,Care received,Therapies,More music mediation,-3,Trust A,Trust A - Q1,60
ap,Access,Provision of services,"Sometimes a request for another phone consultation was forgotten so I had to book one thru reception, which was no problem but intermittently occurred",-3,Trust A,Trust A - Q1,61
xn,Couldn't be improved,Nothing to improve,Don't know,3,Trust A,Trust A - Q1,62
wb,Access,Time spent waiting between appointments,I would have liked to progress to Step 4 psychology quicker. At the moment I will have to wait 18 months before my treatment with them starts,-4,Trust A,Trust A - Q1,63
ec,Environment/ facilities,Cleanliness,More tidying up of <?>,-2,Trust A,Trust A - Q1,64
xn,Couldn't be improved,Nothing to improve,Everything is fine. ,3,Trust A,Trust A - Q1,65
sp,Staff,Professionalism/Competence Of Staff,Female staff do not be using their mobiles whilst sat on the ward.  They pay more attention to that that us.,-4,Trust A,Trust A - Q1,66
sp,Staff,Professionalism/Competence Of Staff,"Male members of staff have takeaways daily, this isn't fair as I cannot afford takeaways, they can be very selfish.",-4,Trust A,Trust A - Q1,67
sp,Staff,Professionalism/Competence Of Staff,"Male members of staff are sometimes explicit in nature, this triggers my PTSD and want to leave. B2`should only have female staff. Staff recruitment spoils what B2 does well.",-3,Trust A,Trust A - Q1,68
tc,Transition/coordination,Consistency/Continuity of care,Continuity of clinician would be ideal in a therapeutic based treatment.,-3,Trust A,Trust A - Q1,69
co,Care received,1-2-1 care/Time spent with service user,"Take time out to talk to patients & activities.  
Cleaner ward - dirty. 
Would like to have been able to use escorted leave more. ",-3,Trust A,Trust A - Q1,70
co,Care received,1-2-1 care/Time spent with service user,"Staff could spend more time with patients, out of the office. 
Have someone who works here who has the same illness and understands. ",-3,Trust A,Trust A - Q1,71
sp,Staff,Professionalism/Competence Of Staff,"I'm already in the process of making an official complaint. 
Staff were rude, not friendly nor were they approachable.  They didn't give out medication when they should as they didn't have it for 2 doses. They didn't listen & showed no respect at all.",-4,Trust A,Trust A - Q1,72
cc,Care received,Care received,"Some patients were allowed phone charger and others not. 
Gluten free menu could be improved. 
Some bank staff very quite. ",-2,Trust A,Trust A - Q1,73
ee,Environment/ facilities,Environment/ facilities,Microwave. ,-9,Trust A,Trust A - Q1,74
wb,Access,Time spent waiting between appointments,"Waiting times were sometimes excessive, but I appreciate under the current climate and pandemic they/things may take longer than usual.",-3,Trust A,Trust A - Q1,75
cc,Care received,Care received,To take to and from places and be of some support with going to places. ,-3,Trust A,Trust A - Q1,76
cc,Care received,Care received,Give lifts to and from places and could take you out and about for support. ,-3,Trust A,Trust A - Q1,77
cr,Care received,Rules/approach to care,Whilst great support & couldn't have got through this without Claire/Rebecca/Megan(?) - there are still some underlying anxiety issues & I don't feel we have properly addressed these. It would have been good to have come up with an action plan for next steps / recommendations re: how could address these,-4,Trust A,Trust A - Q1,78
tx,Transition/coordination,Transition And Discharge,Discharger quicker. ,-3,Trust A,Trust A - Q1,79
ee,Environment/ facilities,Environment/ facilities,More quite and less lights. ,-3,Trust A,Trust A - Q1,80
sa,Staff,Attitude Of Staff,"Some of you are great, helpful, kind & nice but a few take sides with others & block you out and call you and just show that they don't like you.  Everyone should be treated the same.",-4,Trust A,Trust A - Q1,81
ee,Environment/ facilities,Environment/ facilities,"Less noise with doors banging. 
Not too bright lights when being woken up in a morning. 
More activities needed for full week.",-3,Trust A,Trust A - Q1,82
ef,Environment/ facilities,Food,Its hard with food as everyone is different. ,-2,Trust A,Trust A - Q1,83
xn,Couldn't be improved,Nothing to improve,I don't think you could do anything better. ,3,Trust A,Trust A - Q1,84
xn,Couldn't be improved,Nothing to improve,I am completely satisfied.  ,3,Trust A,Trust A - Q1,85
xn,Couldn't be improved,Nothing to improve,There is nothing better Chris can do. ,3,Trust A,Trust A - Q1,86
sa,Staff,Attitude Of Staff,Very rude psychologist doctor,-3,Trust A,Trust A - Q1,87
xn,Couldn't be improved,Nothing to improve,zero,3,Trust A,Trust A - Q1,88
xn,Couldn't be improved,Nothing to improve,Difficult to think of anything!,3,Trust A,Trust A - Q1,89
cc,Care received,Care received,More in tune to patients needs. ,-3,Trust A,Trust A - Q1,90
xn,Couldn't be improved,Nothing to improve,Very little. ,3,Trust A,Trust A - Q1,91
xn,Couldn't be improved,Nothing to improve,Nothing,3,Trust A,Trust A - Q1,92
cm,Care received,Medication ,Giving me my <?> machine and my Precalin<?>. Pity the Dr's attitude towards patients is not as that of the nurses,-4,Trust A,Trust A - Q1,93
xn,Couldn't be improved,Nothing to improve,"Not sure, nothing I could think of",3,Trust A,Trust A - Q1,94
xn,Couldn't be improved,Nothing to improve,All of it,3,Trust A,Trust A - Q1,95
ss,Staff,Staff: General,Get the psychiatrist from Nottingham,-3,Trust A,Trust A - Q1,96
sa,Staff,Attitude Of Staff,"Psychiatrist doesn't care about helping me get through this time in my life, doesn't understand me and communication is poor",-4,Trust A,Trust A - Q1,97
ap,Access,Provision of services,See me more,-3,Trust A,Trust A - Q1,98
mi,Communication,Amount/clarity of information,"Communicate properly on how long the waiting list is to start MBT.
Regular 1-2-1's when waiting for MBT, note very 3 months.
Manage volatile situations in group session better. 
Get more of a gender balance in group sessions.",-3,Trust A,Trust A - Q1,99
cc,Care received,Care received,Help me more quickly when I ask. Let me stay here instead of moving to another place.,-3,Trust A,Trust A - Q1,100
xn,Couldn't be improved,Nothing to improve,No Better,3,Trust A,Trust A - Q1,101
xn,Couldn't be improved,Nothing to improve,Couldn't do better. ,3,Trust A,Trust A - Q1,102
xn,Couldn't be improved,Nothing to improve,Can't think of anything. ,3,Trust A,Trust A - Q1,103
sp,Staff,Professionalism/Competence Of Staff,"Sack staff who do not work while on duty. 
Disciplinary action, verbal warning of staff nurse XXXX & removal of HCW XXX",-4,Trust A,Trust A - Q1,104
cp,Care received,Physical care,Cut sweets etc down as ny son is now going down the road of being obese. It's another worry,-3,Trust A,Trust A - Q1,105
xn,Couldn't be improved,Nothing to improve,Just continue what you're doing!!,3,Trust A,Trust A - Q1,106
ap,Access,Provision of services,More time,-3,Trust A,Trust A - Q1,107
sp,Staff,Professionalism/Competence Of Staff,"Staff not bothered about patients, more concerned on ipads etc.  
Disturbed constantly during the night. 
High risk of bacteria into air con unit & room taps mixing hot with cold.  
Fire door propped open with chair. 
Masks not effective & not worn correctly.
No social distancing. ",-4,Trust A,Trust A - Q1,108
ef,Environment/ facilities,Food,Make all emergency call buttons operation.,-3,Trust A,Trust A - Q1,109
aa,Access,General,Weekly or 2 weekly meetings. ,-3,Trust A,Trust A - Q1,110
wa,Access,Time spent waiting for first appt/referral/service,"Shorter waiting times for treatment, took nearly 4 weeks to get this letter.  
Coronavirus guidance could have been clearer. 
Not much parking available a the relevant area.",-3,Trust A,Trust A - Q1,111
cr,Care received,Rules/approach to care,"Prem & Neonate babies that are in I.C.U who need IV access could have stents placed with ultra-sound so that med's can be administrated as soon as possible, because I see the problem trying to inject ???? veins with emergency meds. ",-3,Trust A,Trust A - Q1,112
xn,Couldn't be improved,Nothing to improve,"Nothing, I'm happy with my service than you very much. ",3,Trust A,Trust A - Q1,113
cm,Care received,Medication ,"Sadly there is a strong reliance on medication and some medication can interfere quite strongly with your daily life i.e. due to the side effects like blurred vision. 
Also, bare in mind that sometimes home/CPN visits can be quite inconvenient when you have young children.  Please keep that in mind and keep them to a minimum without a necessity. ",-3,Trust A,Trust A - Q1,114
mm,Communication,Communication,"I could be seen more often. 
Answer the phone more often. ",-3,Trust A,Trust A - Q1,115
cr,Care received,Rules/approach to care,I know it is because of corona virus but it is horrible having to wait outside of the building until you are called in.  I know it is only a few minutes but this morning I was really cold. ,-3,Trust A,Trust A - Q1,116
ap,Access,Provision of services,Time for appointment and seeing people <?unreadable 2 words>,-1,Trust A,Trust A - Q1,117
ss,Staff,Staff: General,Every other nurse needs to be like Charlotte. ,-9,Trust A,Trust A - Q1,118
xn,Couldn't be improved,Nothing to improve,Do not think there is anything else you could have done in very difficult circumstances. ,3,Trust A,Trust A - Q1,119
aa,Access,General,Due to COVID we have had very little contact with the ward. ,-3,Trust A,Trust A - Q1,120
mm,Communication,Communication,Language barrier & bad communication. ,-3,Trust A,Trust A - Q1,121
cc,Care received,Care received,"Tighten security, as 3 1/2 years ago I got assaulted on the assessment ward.",-4,Trust A,Trust A - Q1,122
sa,Staff,Attitude Of Staff,Staff to be more engaged with service users. ,-3,Trust A,Trust A - Q1,123
mm,Communication,Communication,Not talk about patients past with other staff and our history and not to breach our confidentiality by passing on information to other third parties. ,-4,Trust A,Trust A - Q1,124
cc,Care received,Care received,"More activities eg. quizzes.
Educational courses eg. cooking. 
More staff interaction with patients. 
Medication.
Change consultants, doesn't listen. ",-3,Trust A,Trust A - Q1,125
ec,Environment/ facilities,Cleanliness,Hygiene awareness for the staff. ,-3,Trust A,Trust A - Q1,126
xn,Couldn't be improved,Nothing to improve,Everything is good.,3,Trust A,Trust A - Q1,127
xe,Miscellaneous,Everything was good/bad,Most things. ,-4,Trust A,Trust A - Q1,128
xl,Miscellaneous,Leave (under MHA),"Offer more group community leave, like days outs. ",-9,Trust A,Trust A - Q1,129
ca,Care received,Activities,More to do.,-2,Trust A,Trust A - Q1,130
ml,Communication,Listening,"Treat, listen care for, act. ",-3,Trust A,Trust A - Q1,131
sa,Staff,Attitude Of Staff,"Bound by rules being in a medium secure, flouting the rules as a patients, as a patient observing lower tier staff doing the same sometime doing as they please, is a little annoying. ",-3,Trust A,Trust A - Q1,132
cc,Care received,Care received,Healthcare (co-codamol).,-2,Trust A,Trust A - Q1,133
cc,Care received,Care received,Concentrate more on the needs of the patients and listen more. ,-3,Trust A,Trust A - Q1,134
ee,Environment/ facilities,Environment/ facilities,More access to internet. ,-2,Trust A,Trust A - Q1,135
mi,Communication,Amount/clarity of information,Explaining better so I can understand. ,-3,Trust A,Trust A - Q1,136
ca,Care received,Activities,More internet time. ,-2,Trust A,Trust A - Q1,137
ap,Access,Provision of services,"Not many appts, wanted more time",-2,Trust A,Trust A - Q1,138
xn,Couldn't be improved,Nothing to improve,Don't know,3,Trust A,Trust A - Q1,139
ap,Access,Provision of services,More time & appts,-2,Trust A,Trust A - Q1,140
wa,Access,Time spent waiting for first appt/referral/service,Timescales - sometimes takes awhile to get seen - more so for general health,-3,Trust A,Trust A - Q1,141
xn,Couldn't be improved,Nothing to improve,I don't know. ,3,Trust A,Trust A - Q1,142
tx,Transition/coordination,Transition And Discharge,Release. ,-2,Trust A,Trust A - Q1,143
mi,Communication,Amount/clarity of information,"Communication regarding appointments.  I rang to confirm an appointment time, Thurs AM and was told it was Fri PM.  When no one turned up Fri I rang again and was told it was actually Thurs PM and that I had missed it.  This made my anxiety increase. ",-4,Trust A,Trust A - Q1,144
mi,Communication,Amount/clarity of information,Being told about the ward rules from the start. ,-3,Trust A,Trust A - Q1,145
mi,Communication,Amount/clarity of information,Over time everything have been good but sometimes I feel that information about issues such and COVID-19 take a little while to get to the patients. ,-3,Trust A,Trust A - Q1,146
ti,Transition/coordination,Coordination/Integration Of Care,Improve connection to community and community services. ,-3,Trust A,Trust A - Q1,147
xn,Couldn't be improved,Nothing to improve,All was good. ,3,Trust A,Trust A - Q1,148
eq,Environment/ facilities,Facilities/equipment,Your building could do with redecorating and new carpets!,-1,Trust A,Trust A - Q1,149
mm,Communication,Communication,A little bit more communication,-2,Trust A,Trust A - Q1,150
sp,Staff,Professionalism/Competence Of Staff,I still feel I was treated appallingly by a different team member at my first appointment which (comments finish here),-4,Trust A,Trust A - Q1,151
xn,Couldn't be improved,Nothing to improve,None. ,3,Trust A,Trust A - Q1,152
ef,Environment/ facilities,Food,The food needs improving drastically. ,-3,Trust A,Trust A - Q1,153
ap,Access,Provision of services,"More education session per week, to reduce staying time. ",-3,Trust A,Trust A - Q1,154
cc,Care received,Care received,Not lock people up who are not ill. ,-4,Trust A,Trust A - Q1,155
xn,Couldn't be improved,Nothing to improve,Not much. ,3,Trust A,Trust A - Q1,156
cc,Care received,Care received,"I'm not being treated fairly and being ...(cannot make out the rest of the comments)
The other girls get leave early ....(cannot make out the rest of the comments)",-3,Trust A,Trust A - Q1,157
xn,Couldn't be improved,Nothing to improve,Cannot think of anything being better.  Would definitely recommend. ,3,Trust A,Trust A - Q1,158
sa,Staff,Attitude Of Staff,"Do not judge people (like myself) for how they look (looks can be deceiving, like the says `Do not judge a book by its cover !!!) but judge them by how they feel (especially me). As a Christian lady and my faith keeps me going and the person I am, honest, gentle, caring and loving, but I am very slow for my age.",-3,Trust A,Trust A - Q1,159
xn,Couldn't be improved,Nothing to improve,No improvements needed.,3,Trust A,Trust A - Q1,160
xn,Couldn't be improved,Nothing to improve,Nothing it was very good.,3,Trust A,Trust A - Q1,161
xn,Couldn't be improved,Nothing to improve,Nothing for me.,3,Trust A,Trust A - Q1,162
mm,Communication,Communication,Email exercises to patient.,-1,Trust A,Trust A - Q1,163
sa,Staff,Attitude Of Staff,"A few members of staff could do with more training on compassion, bedside manners and a bit more knowledge on how to handle different types of scenarios.",-3,Trust A,Trust A - Q1,164
ti,Transition/coordination,Coordination/Integration Of Care,"Make LMHTs more aware of the existence of the Specialist Depression Service. It took me 6-7 months to get the Manor Road team to refer me into the service, despite the SDS being ready to take me on as soon as they'd received the referral, because the psychiatrists I saw during that time had never heard of it and couldn't be bothered to find out more.",-4,Trust A,Trust A - Q1,165
ap,Access,Provision of services,No treatment was offered. My 17 year old son was told that as he was turning 18 soon there was no point in offering him any treatment after a suicide attempt. He would have to wait until he was 18 and then get in touch with the adult service. This led to an 8 week wait with no help whatsoever. Appalling!,-4,Trust A,Trust A - Q1,166
cm,Care received,Medication ,"Stronger tablets to help work. I feel the tablets I have in a morning don’t act quick enough, very slow. It’s lunch time before I benefit.",-3,Trust A,Trust A - Q1,167
eq,Environment/ facilities,Facilities/equipment,Wifi.,-1,Trust A,Trust A - Q1,168
xn,Couldn't be improved,Nothing to improve,"Absolutely nothing, please make sure they get the praise that they deserve.",3,Trust A,Trust A - Q1,169
cc,Care received,Care received,It's tough cos of covid atm - just keep caring.,-1,Trust A,Trust A - Q1,170
xn,Couldn't be improved,Nothing to improve,They are amazing.,3,Trust A,Trust A - Q1,171
xf,Miscellaneous,Funding,With more funding - more 1:1.,-3,Trust A,Trust A - Q1,172
xn,Couldn't be improved,Nothing to improve,Nothing service was really good.,3,Trust A,Trust A - Q1,173
cp,Care received,Physical care,"My husband was left to fall out of his bed and fracture his hip and pelvis. They have 15 of his named belongings including 2 pairs of new spectacles, 3 front teeth on a plate, hearing aids and even his suitcase he had to use to take them in. Disgusting care.",-4,Trust A,Trust A - Q1,174
mm,Communication,Communication,I think facetime appts would be better than just the phone. Sometimes hard to visualise exercise advice.,-2,Trust A,Trust A - Q1,175
cc,Care received,Care received,"They need to have doctors visiting patients more than once a week. Give patient what they need and not have to wait for hours.  My husband is not  allowed to get outside for any fresh air. Even with an escort. At least a person in prison would be able to get outside in a yard for exercise. He was told he had to do a fasting blood test, then the following morning nurses escorted him down to breakfast, although my husband told the nurse that he couldn’t, the nurse still made him go down for it. After breakfast they came to do his fasting blood test but could not do it due to eating. My husband is petrified of needles so worried all night for nothing, he has now got to wait until after the weekend for this to be done again so more stress and worry for him. Took his laundry to be washed but machine broke down with his laundry in it!!. This has been in the machine for days now so he has no clean clothes and walking around with no socks on. I live 17 miles away, I have spoken to nurses who have said several times they would make sure he gets them sorted out today; 3 days later still waiting. Anything he asks for like electric razor, that he has there, he asks several times he will eventually get it. When I have to phone the ward how bad is this they are supposed to be working to support his mental health?? They made him sign paper work he did not understand. My husband had been telling everyone he does not like to be called by his full first name, then immediately call him by that when they have been told by myself as well on many occasions. Staff do not listen to what patients or families have to say!! Well I could add lots more about the treatment and respect that patients should get there I would be writing all day. My husband said he feels like he is in prison, how bad does that sound!!!!",-4,Trust A,Trust A - Q1,176
cc,Care received,Care received,"Everything!!! I wasn’t listened to at all, passed from person to person and not taken seriously.",-4,Trust A,Trust A - Q1,177
aa,Access,General,Carry on a bit longer.,-2,Trust A,Trust A - Q1,178
ce,Care received,Emotional care,"Understanding that when you do a certain behaviour is because you aren't thinking straight, and doesn't mean you are that person usually, and that sometimes you need to say something you can't feel you can say over the phone or face to face.",-3,Trust A,Trust A - Q1,179
ee,Environment/ facilities,Environment/ facilities,Less noisy at night.,-2,Trust A,Trust A - Q1,180
xn,Couldn't be improved,Nothing to improve,"Nothing, have been satisfied with everything.",3,Trust A,Trust A - Q1,181
sa,Staff,Attitude Of Staff,"Be professional, kind and supportive. The doctor who dealt with us was none of these things.",-3,Trust A,Trust A - Q1,182
mm,Communication,Communication,Liase with nursery.,-2,Trust A,Trust A - Q1,183
xn,Couldn't be improved,Nothing to improve,Nothing could not fault.,3,Trust A,Trust A - Q1,184
xn,Couldn't be improved,Nothing to improve,Cannot think of anything to improve he service as it is so good.,3,Trust A,Trust A - Q1,185
xn,Couldn't be improved,Nothing to improve,Everything well.,3,Trust A,Trust A - Q1,186
xn,Couldn't be improved,Nothing to improve,very happy,3,Trust A,Trust A - Q1,187
xn,Couldn't be improved,Nothing to improve,No,3,Trust A,Trust A - Q1,188
xn,Couldn't be improved,Nothing to improve,You are doing enough,3,Trust A,Trust A - Q1,189
xn,Couldn't be improved,Nothing to improve,"Nothing, you have ticked all the boxes for me.",3,Trust A,Trust A - Q1,190
xn,Couldn't be improved,Nothing to improve,I cant think of anything really.,3,Trust A,Trust A - Q1,191
xn,Couldn't be improved,Nothing to improve,everything is ok for me I dont have anything to moan about,3,Trust A,Trust A - Q1,192
xn,Couldn't be improved,Nothing to improve,"No concerns
",3,Trust A,Trust A - Q1,193
xn,Couldn't be improved,Nothing to improve,No,3,Trust A,Trust A - Q1,194
xn,Couldn't be improved,Nothing to improve,Nothing very supportive.,3,Trust A,Trust A - Q1,195
mi,Communication,Amount/clarity of information,Clarification and information on COPD ( I've used the internet to source the information),-3,Trust A,Trust A - Q1,196
xn,Couldn't be improved,Nothing to improve,n/a,3,Trust A,Trust A - Q1,197
ap,Access,Provision of services,"As regards the service in general I feel I should have had an MRI scan or lumber puncture to confirm diagnosis, which I feel is still not definite. I feel I am on death row.",-4,Trust A,Trust A - Q1,198
ti,Transition/coordination,Coordination/Integration Of Care,I wasn't talked to at all. The interaction was something of a misunderstanding as I approached my GP about a different issue that wasn't addressed so I feel like is I got contacted maybe I would have been able to get some better support instead of being told that I cannot get anything other than a change in medication 3 months later.,-4,Trust A,Trust A - Q1,199
sl,Staff,Staffing levels,Employ more CPNs at the same standard as Patricia,-1,Trust A,Trust A - Q1,200
ct,Care received,Therapies,I feel that I am not talking enough in therapeutic sessions and am in danger of losing momentum by being too defensive. The nuances of my schizophrenia/depression are undiscussed. Perhaps more regular sessions are necessary,-4,Trust A,Trust A - Q1,201
tc,Transition/coordination,Consistency/Continuity of care,"Always seeing different people, continuity would be good.
One nurse turned up having not read my notes so she wasn't as helpful as could have been.
One doctor had no understanding of some of my problems & couldn't get his head round them. ",-4,Trust A,Trust A - Q1,202
xn,Couldn't be improved,Nothing to improve,There was nothing that could be done better. It was perfect.,3,Trust A,Trust A - Q1,203
xn,Couldn't be improved,Nothing to improve,Nothing,3,Trust A,Trust A - Q1,204
xn,Couldn't be improved,Nothing to improve,Nothing until Covid19 improves,3,Trust A,Trust A - Q1,205
xn,Couldn't be improved,Nothing to improve,Nothing at all,3,Trust A,Trust A - Q1,206
